"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;12197,820637
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;9973,221287
"Montlhéry";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;425,376364
"Saclay";"Commune";"Total";"Total";"Population";"Annuel";2016;321,961845
"Nozay";"Commune";"Total";"Total";"Population";"Annuel";2016;513,377727
"Massy";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;1205,922745
"Longjumeau";"Commune";"Total";"Total";"Population";"Annuel";2016;1825,504903
"Linas";"Commune";"Total";"Total";"Population";"Annuel";2016;812,171198
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Population";"Annuel";2016;1088,653506
"Villejust";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;126,451374
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;130,261977
"Saclay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;27,559154
"Chilly-Mazarin";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;1092,190948
"Palaiseau";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;630,310796
"Igny";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;490,609492
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;465,350217
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;444,519733
"Ballainvilliers";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;44
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;213,795502
"Gif-sur-Yvette";"Commune";"Total";"Total";"Population";"Annuel";2016;2002,883274
"Saint-Aubin";"Commune";"Total";"Total";"Population";"Annuel";2016;38,83357
"Montlhéry";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;144,766781
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;595,394198
"Massy";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;939,356028
"Marcoussis";"Commune";"Total";"Total";"Population";"Annuel";2016;828
"Igny";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;50,385986
"Palaiseau";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;2066,969739
"Gometz-le-Châtel";"Commune";"Total";"Total";"Population";"Annuel";2016;203,986909
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;9973,221287
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;819,721017
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;1583,198462
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Total";"Population";"Annuel";2016;2402,919479
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Total";"Population";"Annuel";2016;308711,650295
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Population";"Annuel";2016;33545,427233
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Dans une autre commune";"Population";"Annuel";2016;23572,205946
"Saint-Aubin";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;11,948791
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;81,678493
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;200,86973
"Saclay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;72,862204
"Saclay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;177,232389
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;990,367269
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;605,519682
"Montlhéry";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;70,69106
"Igny";"Commune";"Total";"Total";"Population";"Annuel";2016;945,520105
"Igny";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;241,74525
"Massy";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;3247,233725
"Champlan";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;104,782131
"Marcoussis";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;159
"Orsay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;130,392638
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;40
"Vauhallan";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;85,896445
"Montlhéry";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;117,011692
"Marcoussis";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;411
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;143,566981
"Champlan";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;25,147706
"Chilly-Mazarin";"Commune";"Total";"Total";"Population";"Annuel";2016;1992,159885
"Villejust";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;40,39775
"Nozay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;75,242682
"Longjumeau";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;465,424027
"Igny";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;162,779377
"Orsay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;923,267426
"Longjumeau";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;945,337043
"Orsay";"Commune";"Total";"Total";"Population";"Annuel";2016;2191,227872
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;190,563629
"Palaiseau";"Commune";"Total";"Total";"Population";"Annuel";2016;4671,004508
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;261
"Vauhallan";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;62,316847
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;635,731016
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;141
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;83,920225
"Palaiseau";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;234,456588
"Montlhéry";"Commune";"Total";"Total";"Population";"Annuel";2016;757,845897
"Saint-Aubin";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;0,995733
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;239
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;0,948257
"Champlan";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;12,162955
"Saint-Aubin";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;656,187767
"Saint-Aubin";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;21,906117
"Champlan";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;94,262899
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;37,957272
"Saclay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;34,459271
"Saint-Aubin";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;6,970128
"Saclay";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;14,769366
"Saclay";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;81,717369
"Champlan";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;227,657879
"Champlan";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;46,62466
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;386,437238
"Longjumeau";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;11,763233
"Saclay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;0,984624
"Saint-Aubin";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;1,991465
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;9271,467912
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;8,98988
"Champlan";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;2377,857657
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;204,641882
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;102,884185
"Saclay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;144,738493
"Saint-Aubin";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;0,995733
"Saclay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;45,292722
"Saclay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;3612,54555
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;347,74305
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;2,593877
"Saint-Aubin";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;6,970128
"Champlan";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;10,135796
"Linas";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;50,38986
"Orsay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;232,491791
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;286,215272
"Verrières-le-Buisson";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;175,528507
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;113,557821
"Villejust";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;5,097512
"Marcoussis";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;145
"Ballainvilliers";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;120
"Villejust";"Commune";"Total";"Total";"Population";"Annuel";2016;231,320323
"Vauhallan";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;153,375109
"Saint-Aubin";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;23,897582
"Champlan";"Commune";"Total";"Total";"Population";"Annuel";2016;390,844189
"Orsay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;905,076017
"Verrières-le-Buisson";"Commune";"Total";"Total";"Population";"Annuel";2016;1315,175098
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;452,783171
"Villejust";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;59,373687
"Vauhallan";"Commune";"Total";"Total";"Population";"Annuel";2016;313,301068
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;184,824787
"Vauhallan";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;42,667182
"Épinay-sur-Orge";"Commune";"Total";"Total";"Population";"Annuel";2016;1174,055809
"Champlan";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;70,416318
"Linas";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;141,856083
"Linas";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;436,870759
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;32,164775
"Palaiseau";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;1739,267386
"Champlan";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;190,498034
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;25,673855
"Nozay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;39,777672
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;413,832718
"Gometz-le-Châtel";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;13,066585
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Population";"Annuel";2016;523,829597
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;195,543581
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;157,964921
"Ballainvilliers";"Commune";"Total";"Total";"Population";"Annuel";2016;496
"Vauhallan";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;11,712667
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;45,197729
"Massy";"Commune";"Total";"Total";"Population";"Annuel";2016;5703,858391
"Longjumeau";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;138,117956
"Nozay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;283,358495
"Verrières-le-Buisson";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;349,302121
"Saclay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;44,308097
"Massy";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;311,345893
"Longjumeau";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;276,625877
"La Ville-du-Bois";"Commune";"Total";"Total";"Population";"Annuel";2016;903
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;342,569238
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;102,646055
"Marcoussis";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;113
"Saint-Aubin";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;1,991465
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;483
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;189,796242
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;62,154882
"Nozay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;114,998879
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;71
"Linas";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;183,054496
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;149,940652
"Bures-sur-Yvette";"Commune";"Total";"Total";"Population";"Annuel";2016;865,748435
"Wissous";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;228,478013
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;12
"Les Ulis";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;1140,078187
"Wissous";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;147,538521
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;61
"Les Ulis";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;570,945319
"Les Ulis";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;377,92309
"Wissous";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;569,704269
"Wissous";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;64,34989
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Population";"Annuel";2016;92
"Wissous";"Commune";"Total";"Total";"Population";"Annuel";2016;1010,070693
"Les Ulis";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;244,145834
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;14
"Villiers-le-Bâcle";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2016;5
"Les Ulis";"Commune";"Total";"Total";"Population";"Annuel";2016;2333,09243
