"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2014;3623
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités immobilières";"Annuel";2014;881
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2014;920
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Information et communication";"Annuel";2014;1081
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Total";"Annuel";2014;17999
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2014;4934
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Autres activités de services";"Annuel";2014;1408
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2014;2520
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2014;732
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;92
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;17
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;64
"Linas";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;37
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;129
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;52
"Linas";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;12
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;34
"Igny";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;63
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;22
"Igny";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;78
"Ballainvilliers";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;32
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;28
"Ballainvilliers";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;10
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;33
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;29
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;18
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;96
"Igny";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;41
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;90
"Champlan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;32
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;142
"Champlan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;14
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;62
"Linas";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;15
"Linas";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;35
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;21
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;58
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;75
"Champlan";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;13
"Igny";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;38
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;20
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;13
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;6
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;143
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;128
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;1165
"Champlan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;104
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;6
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;43
"Linas";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;474
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;162
"Ballainvilliers";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;98
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;378
"Ballainvilliers";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;24
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;1098
"Linas";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;162
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;194
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;33
"Champlan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;37
"Linas";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;100
"Igny";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;145
"Champlan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;12
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;11
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;39
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;14
"Linas";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;26
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;22
"Igny";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;27
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;95
"Linas";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;60
"Igny";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;35
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;98
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;10
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;315
"Linas";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;27
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;34
"Igny";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;569
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;40
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;42
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;253
"Ballainvilliers";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;55
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;410
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;62
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;44
"Champlan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;74
"Ballainvilliers";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;16
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;16
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;34
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;9
"Champlan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;65
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;26
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;45
"Igny";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;120
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;534
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;55
"Champlan";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;373
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;146
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;5
"Ballainvilliers";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;301
"Orsay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;104
"Palaiseau";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;1732
"Saint-Aubin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;7
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;3
"Palaiseau";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;75
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;15
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;36
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;14
