"Géographie";"Niveau Géo";"Sexe";"Forme d'emploi";"Activité économique des emplois";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Saint-Aubin";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;132,44616
"Les Ulis";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;3280,34208
"Les Ulis";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;11707,39383
"Palaiseau";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;431,18945
"Orsay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;4860,79887
"Ballainvilliers";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;190,57207
"Igny";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;944,23727
"Verrières-le-Buisson";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1675,75763
"Nozay";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;632,66432
"Chilly-Mazarin";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;740,53047
"Orsay";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;4760,05439
"Champlan";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;338,64856
"Villejust";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;632,01748
"Massy";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;969,01699
"Palaiseau";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;6121,49068
"Montlhéry";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1690,56312
"Wissous";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;4745,19993
"Igny";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;241,26015
"Saint-Aubin";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;746,25947
"Montlhéry";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;1993,6535
"Saclay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;3244,74069
"Saclay";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;420,80828
"Longjumeau";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;3195,20016
"Wissous";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;976,99403
"Palaiseau";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;4437,12163
"Gif-sur-Yvette";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;6545,12789
"Palaiseau";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;820,22151
"Villebon-sur-Yvette";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;3850,14091
"Nozay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1926,5172
"Nozay";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;262,06415
"Saclay";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;329,96987
"Marcoussis";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;832,42868
"Villebon-sur-Yvette";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;793,27251
"Wissous";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;812,84727
"Champlan";"Commune";"Total";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;4
"Orsay";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;409,23665
"Marcoussis";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;468,5966
"Montlhéry";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;168,94484
"Palaiseau";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;432,50272
"Gif-sur-Yvette";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;398,57787
"Montlhéry";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;114,46898
"Massy";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;5350,41835
"Les Ulis";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;471,67921
"Villebon-sur-Yvette";"Commune";"Total";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;37,19539
"Les Ulis";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;2404,21225
"Nozay";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;174,53347
"Verrières-le-Buisson";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;281,27387
"Massy";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;702,39458
"Orsay";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;360,61595
"Wissous";"Commune";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;51,85956
"Longjumeau";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;452,32235
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;162,55628
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;27,08356
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;12,93803
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;162,99135
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;109,4097
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;14,14553
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;190,0749
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;96,47167
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;4402,32168
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;506,88113
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;4239,7654
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;80,66521
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;66,51968
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;11947,03849
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;6502,70629
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;7627,37299
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;1124,6667
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;16349,36017
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;1256,60526
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;669,43741
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;54,48697
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;1202,1183
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;7704,82458
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;15679,92276
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;11440,15736
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;1179,15367
"Marcoussis";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1376,20355
"Massy";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;4333,01475
"Igny";"Commune";"Total";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;4,24405
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;850,54175
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;81293,41465
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;8883,97825
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;5815,22175
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;48323,38091
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;87108,63641
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;34634,4766
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;4150,77889
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;52474,1598
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;32970,03374
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;23235,68787
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;22385,14612
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1664,44286
"Montlhéry";"Commune";"Total";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;5,13894
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;34058,95173
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Total";"Total";"Nombre d’emplois";"Annuel";2011;60810,00159
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;84547,09941
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;1512,27291
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2011;150,23578
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Total";"Total";"Nombre d’emplois";"Annuel";2011;2746,17339
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;12335,53678
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Total";"Total";"Nombre d’emplois";"Annuel";2011;78036,52184
