"Géographie";"Niveau Géo";"Statut d'emploi variable selon l'enquête";"Âge";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;5249,99681
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;37776,00376
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;113,32342
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;18980,85838
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;5568,56849
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;43102,68322
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;31629,53142
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;121,07354
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;40838,31917
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;16375,89212
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;44575,75638
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;134247,43075
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;35634,33154
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;4004,80012
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1473,07316
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;2604,96626
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;7,75013
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;12635,86965
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;318,57169
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;146883,3004
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Chômeur";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;3062,31542
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1006,29122
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;937,56547
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;608,87863
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1193,76058
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;161,44093
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;11,85761
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;6212,18195
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;35,79399
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;3025,55939
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1920,48204
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;400,87141
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;280,31861
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;22479,17391
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;346,00858
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;11,93133
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;15,90844
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;544
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;189,14669
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;2351,1028
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;421,624
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;20
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;608,17245
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;1346,97404
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;6872,27544
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1781,03124
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;3852
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;698,51754
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;763,236
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;76
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;112,47966
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1031,78093
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;162,14878
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;4020
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;171,01574
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;246,73677
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;111,35908
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;264
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;210,74335
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1498,01101
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4,08928
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;216
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;958,63302
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;348,77512
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;196,43656
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;630,05288
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;10970,34736
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;528
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;766,42514
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;377,24328
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4,7143
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;3478,48562
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;15181,65872
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;7407,21792
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;1290,80304
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1272
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;124,27619
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;3221,45552
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;157,74974
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;8,1597
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;52,68584
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;3,79759
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;432,20419
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1749,47716
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;132,36719
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;388
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1739,2105
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;184
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;254,75078
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;272,60584
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;406,9593
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;577,63886
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;325,23373
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;905,59305
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1116
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;12
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1374,31376
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;601,50516
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;7,78631
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1184,35578
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;603,61246
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;277,22804
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;3377,36488
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;564,44612
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;8,05745
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;2954,66502
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;3106,68811
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;780,34639
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;4462,42401
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;198,63123
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;358,17005
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;192,48017
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;56
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;1,03515
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4,00891
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;362,06321
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;236
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;559,19176
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;420,47791
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;3432,58887
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;158,26619
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;960
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;18,35755
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;515,7133
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;212
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1137,94227
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;97,07676
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;283,45449
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;9568,88914
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;6156,83001
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;49,24516
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;170,21579
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;632
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;311,45222
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;2264,69336
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1710,60247
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;840
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1677,6109
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;994,96864
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;1738,84322
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;112
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1208
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;1389,85553
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;4987,28461
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;998,9688
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;256,02025
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;5138,62819
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;191,62662
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;1,00488
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;366,36466
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;3615,9136
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;2113,51837
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;672
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;3197,44647
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;325,77926
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;520
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;2462,26974
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;3258,79207
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;8,86372
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;509,8771
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;258,23613
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;828
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;1740
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;404,48651
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;1046,76264
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;4198,23263
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1287,80471
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;382,28994
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;12372,02944
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;2,73583
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;1674,33546
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;12,56042
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1215,51864
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;5053,84488
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;699,63615
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;206,3371
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;693,01107
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;429,62953
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;6236,70309
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;4740,31109
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;2726,00409
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;908,36968
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2011;9960,10066
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;4245,01937
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;1639,07714
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;373,63994
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;3158,19863
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;136,37121
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;48,53838
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;1869,55923
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;2165,11705
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2011;4,04487
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;759,51804
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;757,54432
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;3217,46974
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;1549,044
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;456,08843
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;2106,59207
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;5380,20274
"Palaiseau";"Commune";"Chômeur";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;356,54868
"Vauhallan";"Commune";"Chômeur";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;16,17946
"Les Ulis";"Commune";"Chômeur";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;286,40254
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;687,39708
"Longjumeau";"Commune";"Chômeur";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;389,95571
"Verrières-le-Buisson";"Commune";"Chômeur";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;60,64357
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;485,43208
"Igny";"Commune";"Chômeur";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;118,25925
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;2972,38953
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;5599,82544
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;236,52566
"Longjumeau";"Commune";"Chômeur";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2011;326,08622
"Bures-sur-Yvette";"Commune";"Chômeur";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;24,29865
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;3076,04018
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2011;3419,63447
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;780
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2011;250,01389
"Igny";"Commune";"Chômeur";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2011;92,23644
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2011;396,201
