"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;61,04671
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;26,32939
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;28,49201
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1144,18534
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2165,56226
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;618,18635
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;98,20975
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;33,26399
"Igny";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;11,30846
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;53,71972
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2969,00992
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;940
"Massy";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;28,56395
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;261
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9,04646
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;23
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1403
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3724,61829
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;209
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;311,44847
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;4173,92064
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;7317
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;1395,02134
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;13913
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;7982,51479
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;27559,51117
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;16842,37861
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;6780,12351
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;28004,21953
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;37564,54201
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;31412,55991
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;17512,28785
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;28088,37856
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;3791,14659
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;52332,51922
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;11977,09454
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;17235,76714
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;4619,55454
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;10804,23176
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;32754,52522
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;17053,65789
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;12257,59026
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;2266
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;11894
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;8914,04075
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;70303,98635
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2016;3649,9253
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2303,6206
"Longjumeau";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9498,36955
"Épinay-sur-Orge";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4528,41399
"Chilly-Mazarin";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9001,85407
"La Ville-du-Bois";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2939
"Gometz-le-Châtel";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1127,65946
"Gif-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9010,59658
"Montlhéry";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3575,63376
"Palaiseau";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;16403,05354
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;527
"Saint-Aubin";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;298,43966
"Nozay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1878,28049
"Massy";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;22947,80477
"Linas";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2764,00618
"Wissous";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3327,75874
"Marcoussis";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3365
"Les Ulis";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;10064,45389
"Champlan";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1046,70305
"Saclay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1532,22764
"Ballainvilliers";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1791
"Bures-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4076,4723
"Igny";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4392,61703
"Orsay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;7665,95184
"Verrières-le-Buisson";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6537,56535
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4793,64859
"Villejust";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;945,90859
"Vauhallan";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;839,42318
"Marcoussis";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;41
"Chilly-Mazarin";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14,08865
"Nozay";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;634,72065
"La Ville-du-Bois";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2312
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;162
"Gif-sur-Yvette";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;115,19896
"Ballainvilliers";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1164
"Saclay";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;354,80108
"Montlhéry";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1791,24482
"Igny";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;121,86299
"Saclay";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9,91765
"Ballainvilliers";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;621
"Igny";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1531,81869
"Ballainvilliers";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6
"Champlan";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;240,448
"Gif-sur-Yvette";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4105,48161
"Gometz-le-Châtel";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;850,1989
"Chilly-Mazarin";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1551,69624
"Villejust";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;217,15701
"Champlan";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;802,20073
"Wissous";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1580,99986
"Marcoussis";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2469
"Wissous";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;21,06428
"La Ville-du-Bois";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;23
"Orsay";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;97,05363
"Verrières-le-Buisson";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3464,56501
"La Ville-du-Bois";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;604
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2278,60787
"Les Ulis";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9272,14134
"Saint-Aubin";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;236,049
"Vauhallan";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;702,37199
"Palaiseau";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;5052,65912
"Villejust";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;31,55768
"Épinay-sur-Orge";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1652,66162
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1546,58794
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9,34136
"Marcoussis";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;855
"Épinay-sur-Orge";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;29,90857
"Nozay";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8,16136
"Palaiseau";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;512,37666
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2473,67366
"Linas";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;756,6754
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2
